MAL_ID,Name,Score,Genres,sypnopsis
908,The Tenth Circle,6.96,"Narrativa, Literatura popular","Título real de Jodi Picoult. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
909,The Throne of Fire,8.4,"Crimen, Misterio, Suspense",Obra de Rick Riordan incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
910,Old Man's War,8.46,"Terror, Suspense, Drama",Libro real firmado por John Scalzi. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
911,Gerald's Game,6.94,"Misterio, Intriga, Investigación",Obra real de Stephen King. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
912,Two for the Dough,8.22,"Fantasía, Aventura, Imaginación","Libro real de Janet Evanovich, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
913,The Joy of Cooking,8.28,"Ficción, Narrativa contemporánea","Título real de Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
914,The Forever War,8.3,"Ciencia ficción, Distopía, Especulación",Obra de Joe Haldeman incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
915,Insomnia,7.58,"Memoria, Biografía, Testimonio","Libro real firmado por Stephen King, Bettina Blanch Tyroller. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
916,Reading Lolita in Tehran: A Memoir in Books,7.14,"Clásico, Ensayo, Cultura general",Obra real de Azar Nafisi. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
917,The Blade Itself,8.28,"Narrativa, Literatura popular","Libro real de Joe Abercrombie, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
918,The Arctic Incident,7.88,"Memoria, Biografía, Testimonio","Título real de Eoin Colfer. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
919,The Shipping News,7.66,"Terror, Suspense, Drama",Obra de Annie Proulx incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
920,kali nazar,7.54,"Narrativa, Literatura popular","Libro real firmado por Marie KondÅ, Cathy Hirano. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
921,All the Bright Places,8.38,"Misterio, Intriga, Investigación","Obra real de Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
922,Déjà Dead,7.72,"Ficción, Narrativa contemporánea","Libro real de Kathy Reichs, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
923,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,7.68,"Narrativa, Literatura popular","Título real de Michael Scott. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
924,The Marriage Plot,6.84,"Narrativa, Ficción de género",Obra de Jeffrey Eugenides incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
925,Hija de la fortuna,7.78,"Ficción, Narrativa contemporánea","Libro real firmado por Isabel Allende, Margaret Sayers Peden. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
926,Luckiest Girl Alive,6.96,"Narrativa, Literatura popular",Obra real de Jessica Knoll. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
927,"Crank (Crank, #1)",8.32,"Crimen, Misterio, Suspense","Libro real de Ellen Hopkins, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
928,The Raven Boys,8.1,"Terror, Suspense, Drama","Título real de Maggie Stiefvater. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
929,I Am Legend and Other Stories,7.98,"Misterio, Intriga, Investigación",Obra de Richard Matheson incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
930,Olive Kitteridge,7.56,"Fantasía, Aventura, Imaginación",Libro real firmado por Elizabeth Strout. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
931,Not that Kind of Girl,6.66,"Ficción, Narrativa contemporánea","Obra real de Lena Dunham, Joana Avillez. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
932,Good to Great: Why Some Companies Make the Leap... and Others Don't,8.08,"Ciencia ficción, Distopía, Especulación","Libro real de James C. Collins, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
933,Fire,8.24,"Memoria, Biografía, Testimonio","Título real de Kristin Cashore. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
934,En attendant Godot,7.62,"Clásico, Ensayo, Cultura general",Obra de Samuel Beckett incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
935,White Fang,7.88,"Ficción, Narrativa contemporánea",Libro real firmado por Jack London. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
936,Wolves of the Calla,8.34,"Narrativa, Literatura popular","Obra real de Stephen King, Bernie Wrightson. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
937,His Dark Materials,8.5,"Crimen, Misterio, Suspense","Libro real de Philip Pullman, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
938,The Edge of Never,8.52,"Terror, Suspense, Drama","Título real de J.A. Redmerski. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
939,Reconstructing Amelia,7.64,"Misterio, Intriga, Investigación",Obra de Kimberly McCreight incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
940,The One Plus One,7.88,"Fantasía, Aventura, Imaginación",Libro real firmado por Jojo Moyes. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
941,The Hours,7.82,"Ficción, Narrativa contemporánea",Obra real de Michael Cunningham. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
942,Wallbanger,8.2,"Ciencia ficción, Distopía, Especulación","Libro real de Alice Clayton, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
943,Holidays on Ice,7.9,"Memoria, Biografía, Testimonio","Título real de David Sedaris. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
944,Desperation,7.6,"Clásico, Ensayo, Cultura general",Obra de Stephen King incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
945,Passion,7.78,"Narrativa, Literatura popular",Libro real firmado por Lauren Kate. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
946,The Kill Order,7.38,"Memoria, Biografía, Testimonio",Obra real de James Dashner. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
947,Angelfall,8.38,"Terror, Suspense, Drama","Libro real de Susan Ee, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
948,Empire Falls,7.82,"Narrativa, Literatura popular","Título real de Richard Russo. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
949,The Fires of Heaven,8.26,"Misterio, Intriga, Investigación",Obra de Robert Jordan incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
950,I'll Give You the Sun,8.28,"Ficción, Narrativa contemporánea",Libro real firmado por Jandy Nelson. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
951,Survivor,7.86,"Narrativa, Literatura popular",Obra real de Chuck Palahniuk. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
952,Shopaholic and Baby,7.54,"Narrativa, Ficción de género","Libro real de Sophie Kinsella, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
953,The Dark Tower,8.54,"Ficción, Narrativa contemporánea","Título real de Stephen King. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
954,Twilight Director's Notebook,8.4,"Narrativa, Literatura popular",Obra de Catherine Hardwicke incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
955,Shopaholic Abroad,7.5,"Crimen, Misterio, Suspense",Libro real firmado por Sophie Kinsella. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
956,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",8.58,"Terror, Suspense, Drama",Obra real de Richard Feynman. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
957,Linger,7.82,"Misterio, Intriga, Investigación","Libro real de Maggie Stiefvater, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
958,The Complete Anne of Green Gables Boxed Set,8.84,"Fantasía, Aventura, Imaginación","Título real de L.M. Montgomery. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
959,A Portrait of the Artist as a Young Man,7.2,"Ficción, Narrativa contemporánea","Obra de James Joyce, Seamus Deane incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
960,The Gathering Storm,8.68,"Ciencia ficción, Distopía, Especulación","Libro real firmado por Robert Jordan, Brandon Sanderson. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
961,Middlemarch,7.86,"Memoria, Biografía, Testimonio","Obra real de George Eliot, Michel Faber. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
962,Point of Retreat,8.6,"Clásico, Ensayo, Cultura general","Libro real de Colleen Hoover, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
963,The Partner,7.78,"Ficción, Narrativa contemporánea","Título real de John Grisham. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
964,The Hobbit and The Lord of the Rings,9.18,"Narrativa, Literatura popular",Obra de J.R.R. Tolkien incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
965,Thoughtless,8.24,"Crimen, Misterio, Suspense",Libro real firmado por S.C. Stephens. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
